ID,Country/Region,Date,Confirmed,Deaths,Recovered,New cases,New deaths,New recovered
437,Gabon,2020-03-01,16,1,0,16,1,0
438,Gabon,2020-04-01,276,3,67,260,2,67
439,Gabon,2020-05-01,2655,17,722,2379,14,655
440,Gabon,2020-06-01,5394,42,2420,2739,25,1698
441,Gabon,2020-07-01,7189,49,4682,1795,7,2262
442,Gambia,2020-01-01,0,0,0,0,0,0
443,Gambia,2020-02-01,0,0,0,0,0,0
444,Gambia,2020-03-01,4,1,0,4,1,0
445,Gambia,2020-04-01,11,1,8,7,0,8
446,Gambia,2020-05-01,25,1,20,14,0,12
447,Gambia,2020-06-01,49,2,27,24,1,7
448,Gambia,2020-07-01,326,8,66,277,6,39
449,Georgia,2020-01-01,0,0,0,0,0,0
450,Georgia,2020-02-01,1,0,0,1,0,0
451,Georgia,2020-03-01,110,0,21,109,0,21
452,Georgia,2020-04-01,539,6,184,429,6,163
453,Georgia,2020-05-01,783,12,605,244,6,421
454,Georgia,2020-06-01,928,15,794,145,3,189
455,Georgia,2020-07-01,1137,16,922,209,1,128
456,Germany,2020-01-01,5,0,0,5,0,0
457,Germany,2020-02-01,79,0,16,74,0,16
458,Germany,2020-03-01,71808,775,16100,71729,775,16084
459,Germany,2020-04-01,163009,6623,123500,91201,5848,107400
460,Germany,2020-05-01,183410,8540,165352,20401,1917,41852
461,Germany,2020-06-01,195418,8990,178100,12008,450,12748
462,Germany,2020-07-01,207112,9125,190314,11694,135,12214
463,Ghana,2020-01-01,0,0,0,0,0,0
464,Ghana,2020-02-01,0,0,0,0,0,0
465,Ghana,2020-03-01,161,5,31,161,5,31
466,Ghana,2020-04-01,2074,17,212,1913,12,181
467,Ghana,2020-05-01,8070,36,2947,5996,19,2735
468,Ghana,2020-06-01,17741,112,13268,9671,76,10321
469,Ghana,2020-07-01,33624,168,29801,15883,56,16533
470,Greece,2020-01-01,0,0,0,0,0,0
471,Greece,2020-02-01,4,0,0,4,0,0
472,Greece,2020-03-01,1314,49,52,1310,49,52
473,Greece,2020-04-01,2591,140,1374,1277,91,1322
474,Greece,2020-05-01,2917,175,1374,326,35,0
475,Greece,2020-06-01,3409,192,1374,492,17,0
476,Greece,2020-07-01,4227,202,1374,818,10,0
477,Greenland,2020-01-01,0,0,0,0,0,0
478,Greenland,2020-02-01,0,0,0,0,0,0
479,Greenland,2020-03-01,10,0,2,10,0,2
480,Greenland,2020-04-01,11,0,11,1,0,9
481,Greenland,2020-05-01,13,0,11,2,0,0
482,Greenland,2020-06-01,13,0,13,0,0,2
483,Greenland,2020-07-01,14,0,13,1,0,0
484,Grenada,2020-01-01,0,0,0,0,0,0
485,Grenada,2020-02-01,0,0,0,0,0,0
486,Grenada,2020-03-01,9,0,0,9,0,0
487,Grenada,2020-04-01,20,0,13,11,0,13
488,Grenada,2020-05-01,23,0,18,3,0,5
489,Grenada,2020-06-01,23,0,23,0,0,5
490,Grenada,2020-07-01,23,0,23,0,0,0
491,Guatemala,2020-01-01,0,0,0,0,0,0
492,Guatemala,2020-02-01,0,0,0,0,0,0
493,Guatemala,2020-03-01,38,1,12,38,1,12
494,Guatemala,2020-04-01,599,16,66,561,15,54
495,Guatemala,2020-05-01,5087,108,735,4488,92,669
496,Guatemala,2020-06-01,18096,773,3194,13009,665,2459
497,Guatemala,2020-07-01,45309,1761,32455,27213,988,29261
498,Guinea,2020-01-01,0,0,0,0,0,0
499,Guinea,2020-02-01,0,0,0,0,0,0
500,Guinea,2020-03-01,22,0,0,22,0,0
501,Guinea,2020-04-01,1495,7,329,1473,7,329
502,Guinea,2020-05-01,3706,23,2030,2211,16,1701
503,Guinea,2020-06-01,5391,33,4326,1685,10,2296
504,Guinea,2020-07-01,7055,45,6257,1664,12,1931
505,Guinea-Bissau,2020-01-01,0,0,0,0,0,0
506,Guinea-Bissau,2020-02-01,0,0,0,0,0,0
507,Guinea-Bissau,2020-03-01,8,0,0,8,0,0
508,Guinea-Bissau,2020-04-01,205,1,19,197,1,19
509,Guinea-Bissau,2020-05-01,1256,8,42,1051,7,23
510,Guinea-Bissau,2020-06-01,1654,24,317,398,16,275
511,Guinea-Bissau,2020-07-01,1954,26,803,300,2,486
512,Guyana,2020-01-01,0,0,0,0,0,0
513,Guyana,2020-02-01,0,0,0,0,0,0
514,Guyana,2020-03-01,12,2,0,27,2,0
515,Guyana,2020-04-01,82,9,22,70,7,22
516,Guyana,2020-05-01,153,12,70,71,3,48
517,Guyana,2020-06-01,245,12,114,92,0,44
518,Guyana,2020-07-01,389,20,181,144,8,67
519,Haiti,2020-01-01,0,0,0,0,0,0
520,Haiti,2020-02-01,0,0,0,0,0,0
521,Haiti,2020-03-01,15,0,1,15,0,1
522,Haiti,2020-04-01,81,8,8,66,8,7
523,Haiti,2020-05-01,2124,44,24,2043,36,16
524,Haiti,2020-06-01,5975,105,931,3851,61,907
525,Haiti,2020-07-01,7340,158,4365,1365,53,3434
526,Holy See,2020-01-01,0,0,0,0,0,0
527,Holy See,2020-02-01,0,0,0,0,0,0
528,Holy See,2020-03-01,6,0,0,6,0,0
529,Holy See,2020-04-01,11,0,2,5,0,2
530,Holy See,2020-05-01,12,0,2,1,0,0
531,Holy See,2020-06-01,12,0,12,0,0,10
532,Holy See,2020-07-01,12,0,12,0,0,0
533,Honduras,2020-01-01,0,0,0,0,0,0
534,Honduras,2020-02-01,0,0,0,0,0,0
535,Honduras,2020-03-01,141,7,3,141,7,3
536,Honduras,2020-04-01,771,71,79,630,64,76
537,Honduras,2020-05-01,5202,212,537,4451,141,458
538,Honduras,2020-06-01,19558,497,2060,14356,285,1523
539,Honduras,2020-07-01,39741,1166,5039,20183,669,2979
540,Hungary,2020-01-01,0,0,0,0,0,0
541,Hungary,2020-02-01,0,0,0,0,0,0
542,Hungary,2020-03-01,492,16,37,492,16,37
543,Hungary,2020-04-01,2775,312,581,2283,296,544
544,Hungary,2020-05-01,3876,526,2147,1101,214,1566
545,Hungary,2020-06-01,4155,585,2692,279,59,545
546,Hungary,2020-07-01,4448,596,3329,293,11,637
547,Iceland,2020-01-01,0,0,0,0,0,0
548,Iceland,2020-02-01,1,0,0,1,0,0
549,Iceland,2020-03-01,1135,2,198,1134,2,198
550,Iceland,2020-04-01,1797,10,1670,662,8,1472
551,Iceland,2020-05-01,1806,10,1794,9,0,124
552,Iceland,2020-06-01,1824,10,1800,18,0,6
553,Iceland,2020-07-01,1854,10,1823,30,0,23
554,India,2020-01-01,1,0,0,1,0,0
555,India,2020-02-01,3,0,3,2,0,3
556,India,2020-03-01,1397,35,123,1394,35,120
557,India,2020-04-01,34863,1154,9068,33466,1119,8945
558,India,2020-05-01,190609,5408,91852,155746,4254,82784
559,India,2020-06-01,585481,17400,347912,394872,11992,256060
560,India,2020-07-01,1480073,33408,951166,894592,16008,603254
561,Indonesia,2020-01-01,0,0,0,0,0,0
562,Indonesia,2020-02-01,0,0,0,0,0,0
563,Indonesia,2020-03-01,1528,136,81,1528,136,81
564,Indonesia,2020-04-01,10118,792,1522,8590,656,1441
565,Indonesia,2020-05-01,26473,1613,7308,16355,821,5786
566,Indonesia,2020-06-01,56385,2876,24806,29912,1263,17498
567,Indonesia,2020-07-01,100303,4838,58173,43918,1962,33367
568,Iran,2020-01-01,0,0,0,0,0,0
569,Iran,2020-02-01,593,43,123,593,43,123
570,Iran,2020-03-01,44605,2898,14656,44012,2855,14533
571,Iran,2020-04-01,94640,6028,75103,50035,3130,60447
572,Iran,2020-05-01,151466,7797,118848,56826,1769,43745
573,Iran,2020-06-01,227662,10817,188758,76196,3020,69910
574,Iran,2020-07-01,293606,15912,255144,65944,5095,66386
575,Iraq,2020-01-01,0,0,0,0,0,0
576,Iraq,2020-02-01,13,0,0,13,0,0
577,Iraq,2020-03-01,694,50,170,681,50,170
578,Iraq,2020-04-01,2085,93,1375,1391,43,1205
579,Iraq,2020-05-01,6439,205,3156,4354,112,1781
580,Iraq,2020-06-01,49109,1943,24760,42670,1738,21604
581,Iraq,2020-07-01,112585,4458,77144,63476,2515,52384
582,Ireland,2020-01-01,0,0,0,0,0,0
583,Ireland,2020-02-01,1,0,0,1,0,0
584,Ireland,2020-03-01,3235,71,5,3234,71,5
585,Ireland,2020-04-01,20612,1232,13386,17377,1161,13381
586,Ireland,2020-05-01,24990,1652,22089,4378,420,8703
587,Ireland,2020-06-01,25473,1736,23364,483,84,1275
588,Ireland,2020-07-01,25892,1764,23364,419,28,0
589,Israel,2020-01-01,0,0,0,0,0,0
590,Israel,2020-02-01,7,0,1,7,0,1
591,Israel,2020-03-01,5358,20,224,5351,20,223
592,Israel,2020-04-01,15946,222,8561,10588,202,8337
593,Israel,2020-05-01,17071,285,14812,1125,63,6251
594,Israel,2020-06-01,25244,320,17341,8173,35,2529
595,Israel,2020-07-01,63985,474,27133,38741,154,9792
596,Italy,2020-01-01,2,0,0,2,0,0
597,Italy,2020-02-01,1128,29,46,1126,29,46
598,Italy,2020-03-01,105792,12428,15729,104664,12399,15683
599,Italy,2020-04-01,205463,27967,75945,99671,15539,60216
600,Italy,2020-05-01,232997,33415,157507,27534,5448,81562
601,Italy,2020-06-01,240578,34767,190248,7729,1352,32741
602,Italy,2020-07-01,246286,35112,198593,5708,345,8345
603,Jamaica,2020-01-01,0,0,0,0,0,0
604,Jamaica,2020-02-01,0,0,0,0,0,0
605,Jamaica,2020-03-01,36,1,2,36,1,2
606,Jamaica,2020-04-01,422,8,29,386,7,27
607,Jamaica,2020-05-01,586,9,311,164,1,282
608,Jamaica,2020-06-01,702,10,553,116,1,242
609,Jamaica,2020-07-01,853,10,714,151,0,161
610,Japan,2020-01-01,15,0,1,13,0,1
611,Japan,2020-02-01,245,6,32,230,6,31
612,Japan,2020-03-01,2255,67,424,2010,61,392
613,Japan,2020-04-01,14284,481,2460,12029,414,2036
614,Japan,2020-05-01,16751,898,14342,2467,417,11882
615,Japan,2020-06-01,18615,972,16458,1864,74,2116
616,Japan,2020-07-01,31142,998,21970,12527,26,5512
617,Jordan,2020-01-01,0,0,0,0,0,0
618,Jordan,2020-02-01,0,0,0,0,0,0
619,Jordan,2020-03-01,274,5,30,274,5,30
620,Jordan,2020-04-01,453,8,362,179,3,332
621,Jordan,2020-05-01,739,9,522,286,1,160
622,Jordan,2020-06-01,1132,9,882,393,0,360
623,Jordan,2020-07-01,1176,11,1041,154,2,159
624,Kazakhstan,2020-01-01,0,0,0,0,0,0
625,Kazakhstan,2020-02-01,0,0,0,0,0,0
626,Kazakhstan,2020-03-01,343,2,24,343,2,24
627,Kazakhstan,2020-04-01,3402,25,866,3059,23,842
628,Kazakhstan,2020-05-01,10858,40,5404,7456,15,4538
629,Kazakhstan,2020-06-01,22308,188,13558,11450,148,8154
630,Kazakhstan,2020-07-01,84648,585,54404,62340,397,40846
631,Kenya,2020-01-01,0,0,0,0,0,0
632,Kenya,2020-02-01,0,0,0,0,0,0
633,Kenya,2020-03-01,59,1,1,59,1,1
634,Kenya,2020-04-01,396,17,144,337,16,143
635,Kenya,2020-05-01,1962,64,478,1566,47,334
636,Kenya,2020-06-01,6366,148,2039,4404,84,1561
637,Kenya,2020-07-01,17975,285,7833,11609,137,5794
638,Kosovo,2020-01-01,0,0,0,0,0,0
639,Kosovo,2020-02-01,0,0,0,0,0,0
640,Kosovo,2020-03-01,112,1,6,112,1,6
641,Kosovo,2020-04-01,806,22,271,694,21,265
642,Kosovo,2020-05-01,1064,30,829,258,8,558
643,Kosovo,2020-06-01,2878,51,1577,1814,21,748
644,Kosovo,2020-07-01,7413,185,4027,4535,134,2450
645,Kuwait,2020-01-01,0,0,0,0,0,0
646,Kuwait,2020-02-01,45,0,0,45,0,0
647,Kuwait,2020-03-01,289,0,73,244,0,73
648,Kuwait,2020-04-01,4024,26,1539,3735,26,1466
649,Kuwait,2020-05-01,27043,212,11386,23019,186,9847
650,Kuwait,2020-06-01,46195,354,37030,19152,142,25644
651,Kuwait,2020-07-01,64379,438,55057,18184,84,18027
652,Kyrgyzstan,2020-01-01,0,0,0,0,0,0
653,Kyrgyzstan,2020-02-01,0,0,0,0,0,0
654,Kyrgyzstan,2020-03-01,107,0,3,107,0,3
655,Kyrgyzstan,2020-04-01,746,8,462,639,8,459
656,Kyrgyzstan,2020-05-01,1748,16,1170,1002,8,708
657,Kyrgyzstan,2020-06-01,5506,61,2443,3758,45,1273
658,Kyrgyzstan,2020-07-01,33296,1301,21205,27790,1240,18762
659,Laos,2020-01-01,0,0,0,0,0,0
660,Laos,2020-02-01,0,0,0,0,0,0
661,Laos,2020-03-01,9,0,0,9,0,0
662,Laos,2020-04-01,19,0,8,10,0,8
663,Laos,2020-05-01,19,0,16,0,0,8
664,Laos,2020-06-01,19,0,19,0,0,3
665,Laos,2020-07-01,20,0,19,1,0,0
666,Latvia,2020-01-01,0,0,0,0,0,0
667,Latvia,2020-02-01,0,0,0,0,0,0
668,Latvia,2020-03-01,398,0,1,398,0,1
669,Latvia,2020-04-01,858,15,348,460,15,347
670,Latvia,2020-05-01,1066,24,745,208,9,397
671,Latvia,2020-06-01,1118,30,974,52,6,229
672,Latvia,2020-07-01,1219,31,1045,101,1,71
673,Lebanon,2020-01-01,0,0,0,0,0,0
674,Lebanon,2020-02-01,4,0,0,4,0,0
675,Lebanon,2020-03-01,470,12,37,466,12,37
676,Lebanon,2020-04-01,725,24,150,255,12,113
677,Lebanon,2020-05-01,1220,27,712,495,3,562
678,Lebanon,2020-06-01,1778,34,1183,558,7,471
679,Lebanon,2020-07-01,3882,51,1709,2104,17,526
680,Lesotho,2020-01-01,0,0,0,0,0,0
681,Lesotho,2020-02-01,0,0,0,0,0,0
682,Lesotho,2020-03-01,0,0,0,0,0,0
683,Lesotho,2020-04-01,0,0,0,0,0,0
684,Lesotho,2020-05-01,2,0,1,2,0,1
685,Lesotho,2020-06-01,27,0,4,25,0,3
686,Lesotho,2020-07-01,505,12,128,478,12,124
687,Liberia,2020-01-01,0,0,0,0,0,0
688,Liberia,2020-02-01,0,0,0,0,0,0
689,Liberia,2020-03-01,3,0,0,3,0,0
690,Liberia,2020-04-01,141,16,45,138,16,45
691,Liberia,2020-05-01,288,27,157,147,11,112
692,Liberia,2020-06-01,780,36,324,492,9,167
693,Liberia,2020-07-01,1167,72,646,387,36,322
694,Libya,2020-01-01,0,0,0,0,0,0
695,Libya,2020-02-01,0,0,0,0,0,0
696,Libya,2020-03-01,10,0,1,10,0,1
697,Libya,2020-04-01,61,3,18,51,3,17
698,Libya,2020-05-01,156,5,52,95,2,34
699,Libya,2020-06-01,824,24,209,668,19,157
700,Libya,2020-07-01,2827,64,577,2003,40,368
701,Liechtenstein,2020-01-01,0,0,0,0,0,0
702,Liechtenstein,2020-02-01,0,0,0,0,0,0
703,Liechtenstein,2020-03-01,68,0,44,68,0,44
704,Liechtenstein,2020-04-01,82,1,80,14,1,36
705,Liechtenstein,2020-05-01,82,1,81,0,0,1
706,Liechtenstein,2020-06-01,82,1,81,0,0,0
707,Liechtenstein,2020-07-01,86,1,81,4,0,0
708,Lithuania,2020-01-01,0,0,0,0,0,0
709,Lithuania,2020-02-01,1,0,0,1,0,0
710,Lithuania,2020-03-01,537,8,7,536,8,7
711,Lithuania,2020-04-01,1385,45,589,953,37,582
712,Lithuania,2020-05-01,1675,70,1236,290,25,647
713,Lithuania,2020-06-01,1817,78,1515,142,8,279
714,Lithuania,2020-07-01,2019,80,1620,202,2,105
715,Luxembourg,2020-01-01,0,0,0,0,0,0
716,Luxembourg,2020-02-01,1,0,0,1,0,0
717,Luxembourg,2020-03-01,2178,23,80,2177,23,80
718,Luxembourg,2020-04-01,3784,90,3213,1606,67,3133
719,Luxembourg,2020-05-01,4018,110,3833,234,20,620
720,Luxembourg,2020-06-01,4299,110,3998,281,0,165
721,Luxembourg,2020-07-01,6321,112,4825,2022,2,827
722,Madagascar,2020-01-01,0,0,0,0,0,0
723,Madagascar,2020-02-01,0,0,0,0,0,0
724,Madagascar,2020-03-01,57,0,0,57,0,0
725,Madagascar,2020-04-01,128,0,92,71,0,92
726,Madagascar,2020-05-01,771,6,168,650,6,76
727,Madagascar,2020-06-01,2214,20,994,1443,14,826
728,Madagascar,2020-07-01,9690,91,6260,7476,71,5266
729,Malawi,2020-01-01,0,0,0,0,0,0
730,Malawi,2020-02-01,0,0,0,0,0,0
731,Malawi,2020-03-01,0,0,0,0,0,0
732,Malawi,2020-04-01,37,3,7,37,3,7
733,Malawi,2020-05-01,284,4,42,247,1,35
734,Malawi,2020-06-01,1224,14,260,940,10,218
735,Malawi,2020-07-01,3664,99,1645,2440,85,1385
736,Malaysia,2020-01-01,8,0,0,8,0,0
737,Malaysia,2020-02-01,25,0,18,17,0,18
738,Malaysia,2020-03-01,2766,43,537,2741,43,519
739,Malaysia,2020-04-01,6002,102,4171,3236,59,3634
740,Malaysia,2020-05-01,7819,115,6353,1817,13,2182
741,Malaysia,2020-06-01,8639,121,8354,820,6,2001
742,Malaysia,2020-07-01,8904,124,8601,265,3,247
743,Maldives,2020-01-01,0,0,0,0,0,0
744,Maldives,2020-02-01,0,0,0,0,0,0
745,Maldives,2020-03-01,18,0,13,18,0,13
746,Maldives,2020-04-01,468,1,17,450,1,4
747,Maldives,2020-05-01,1773,5,453,1305,4,436
748,Maldives,2020-06-01,2361,9,1944,588,4,1491
749,Maldives,2020-07-01,3369,15,2547,1008,6,603
750,Mali,2020-01-01,0,0,0,0,0,0
751,Mali,2020-02-01,0,0,0,0,0,0
752,Mali,2020-03-01,28,2,0,28,2,0
753,Mali,2020-04-01,490,26,135,462,24,135
754,Mali,2020-05-01,1265,77,716,775,51,581
755,Mali,2020-06-01,2181,116,1474,916,39,758
756,Mali,2020-07-01,2513,124,1913,332,8,439
757,Malta,2020-01-01,0,0,0,0,0,0
758,Malta,2020-02-01,0,0,0,0,0,0
759,Malta,2020-03-01,169,0,2,169,0,2
760,Malta,2020-04-01,465,4,351,296,4,349
761,Malta,2020-05-01,618,9,534,153,5,183
762,Malta,2020-06-01,670,9,640,52,0,106
763,Malta,2020-07-01,701,9,665,31,0,25
764,Mauritania,2020-01-01,0,0,0,0,0,0
765,Mauritania,2020-02-01,0,0,0,0,0,0
766,Mauritania,2020-03-01,6,1,2,6,1,2
767,Mauritania,2020-04-01,8,1,6,2,0,4
768,Mauritania,2020-05-01,530,23,27,522,22,21
769,Mauritania,2020-06-01,4363,129,1622,3833,106,1595
770,Mauritania,2020-07-01,6208,156,4653,1845,27,3031
771,Mauritius,2020-01-01,0,0,0,0,0,0
772,Mauritius,2020-02-01,0,0,0,0,0,0
773,Mauritius,2020-03-01,143,5,0,143,5,0
774,Mauritius,2020-04-01,332,10,310,191,5,310
775,Mauritius,2020-05-01,335,10,322,3,0,12
776,Mauritius,2020-06-01,341,10,326,6,0,4
777,Mauritius,2020-07-01,344,10,332,3,0,6
778,Mexico,2020-01-01,0,0,0,0,0,0
779,Mexico,2020-02-01,4,0,0,4,0,0
780,Mexico,2020-03-01,1215,29,35,1211,29,35
781,Mexico,2020-04-01,19224,1859,11423,18009,1830,11388
782,Mexico,2020-05-01,90664,9930,63772,71440,8071,52349
783,Mexico,2020-06-01,226089,27769,174538,135425,17839,110766
784,Mexico,2020-07-01,395489,44022,303810,169400,16253,129272
785,Moldova,2020-01-01,0,0,0,0,0,0
786,Moldova,2020-02-01,0,0,0,0,0,0
787,Moldova,2020-03-01,353,4,18,353,4,18
788,Moldova,2020-04-01,3897,116,1182,3544,112,1164
789,Moldova,2020-05-01,8251,295,4581,4354,179,3399
790,Moldova,2020-06-01,16613,545,9382,8362,250,4801
791,Moldova,2020-07-01,23154,748,16154,6541,203,6772
792,Monaco,2020-01-01,0,0,0,0,0,0
793,Monaco,2020-02-01,1,0,0,1,0,0
794,Monaco,2020-03-01,52,1,2,51,1,2
795,Monaco,2020-04-01,95,4,64,43,3,62
796,Monaco,2020-05-01,99,4,90,4,0,26
797,Monaco,2020-06-01,103,4,95,4,0,5
798,Monaco,2020-07-01,116,4,104,13,0,9
799,Mongolia,2020-01-01,0,0,0,0,0,0
800,Mongolia,2020-02-01,0,0,0,0,0,0
801,Mongolia,2020-03-01,12,0,2,12,0,2
802,Mongolia,2020-04-01,38,0,10,26,0,8
803,Mongolia,2020-05-01,179,0,44,141,0,34
804,Mongolia,2020-06-01,220,0,176,41,0,132
805,Mongolia,2020-07-01,289,0,222,69,0,46
806,Montenegro,2020-01-01,0,0,0,0,0,0
807,Montenegro,2020-02-01,0,0,0,0,0,0
808,Montenegro,2020-03-01,109,2,0,109,2,0
809,Montenegro,2020-04-01,322,7,214,213,5,214
810,Montenegro,2020-05-01,324,9,315,2,2,101
811,Montenegro,2020-06-01,548,12,315,224,3,0
812,Montenegro,2020-07-01,2893,45,809,2345,33,494
813,Morocco,2020-01-01,0,0,0,0,0,0
814,Morocco,2020-02-01,0,0,0,0,0,0
815,Morocco,2020-03-01,617,36,24,617,36,24
816,Morocco,2020-04-01,4423,170,984,3806,134,960
817,Morocco,2020-05-01,7807,205,5459,3384,35,4475
818,Morocco,2020-06-01,12533,228,8920,4726,23,3461
819,Morocco,2020-07-01,20887,316,16553,8354,88,7633
820,Mozambique,2020-01-01,0,0,0,0,0,0
821,Mozambique,2020-02-01,0,0,0,0,0,0
822,Mozambique,2020-03-01,8,0,0,8,0,0
823,Mozambique,2020-04-01,76,0,0,68,0,0
824,Mozambique,2020-05-01,254,2,0,178,2,0
825,Mozambique,2020-06-01,889,6,0,635,4,0
826,Mozambique,2020-07-01,1701,11,0,812,5,0
827,Namibia,2020-01-01,0,0,0,0,0,0
828,Namibia,2020-02-01,0,0,0,0,0,0
829,Namibia,2020-03-01,11,0,2,11,0,2
830,Namibia,2020-04-01,16,0,8,5,0,6
831,Namibia,2020-05-01,24,0,14,8,0,6
832,Namibia,2020-06-01,205,0,24,181,0,10
833,Namibia,2020-07-01,1843,8,101,1638,8,77
834,Nepal,2020-01-01,1,0,0,1,0,0
835,Nepal,2020-02-01,1,0,1,0,0,1
836,Nepal,2020-03-01,5,0,1,4,0,0
837,Nepal,2020-04-01,57,0,16,52,0,15
838,Nepal,2020-05-01,1572,8,220,1516,8,204
839,Nepal,2020-06-01,13564,29,3194,11992,21,2974
840,Nepal,2020-07-01,18752,48,13754,5188,19,10560
841,Netherlands,2020-01-01,0,0,0,0,0,0
842,Netherlands,2020-02-01,6,0,0,6,0,0
843,Netherlands,2020-03-01,12667,1040,3,12661,1040,3
844,Netherlands,2020-04-01,39507,4811,125,26840,3771,122
845,Netherlands,2020-05-01,46639,5975,172,7132,1164,47
846,Netherlands,2020-06-01,50476,6132,179,3837,157,7
847,Netherlands,2020-07-01,53413,6160,189,2937,28,10
848,New Zealand,2020-01-01,0,0,0,0,0,0
849,New Zealand,2020-02-01,1,0,0,1,0,0
850,New Zealand,2020-03-01,647,1,74,646,1,74
851,New Zealand,2020-04-01,1479,19,1252,833,18,1178
852,New Zealand,2020-05-01,1504,22,1481,26,3,229
853,New Zealand,2020-06-01,1528,22,1484,24,0,3
854,New Zealand,2020-07-01,1557,22,1514,29,0,30
855,Nicaragua,2020-01-01,0,0,0,0,0,0
856,Nicaragua,2020-02-01,0,0,0,0,0,0
857,Nicaragua,2020-03-01,5,1,0,5,1,0
858,Nicaragua,2020-04-01,14,3,7,9,2,7
859,Nicaragua,2020-05-01,759,35,370,745,32,363
860,Nicaragua,2020-06-01,2519,83,1238,1760,48,868
861,Nicaragua,2020-07-01,3439,108,2492,920,25,1254
862,Niger,2020-01-01,0,0,0,0,0,0
863,Niger,2020-02-01,0,0,0,0,0,0
864,Niger,2020-03-01,27,3,0,27,3,0
865,Niger,2020-04-01,719,32,452,692,29,452
866,Niger,2020-05-01,958,64,839,239,32,387
867,Niger,2020-06-01,1075,67,943,117,3,104
868,Niger,2020-07-01,1132,69,1027,61,2,84
869,Nigeria,2020-01-01,0,0,0,0,0,0
870,Nigeria,2020-02-01,1,0,0,1,0,0
871,Nigeria,2020-03-01,135,2,8,134,2,8
872,Nigeria,2020-04-01,1932,58,319,1797,56,311
873,Nigeria,2020-05-01,10162,287,3007,8230,229,2688
874,Nigeria,2020-06-01,25694,590,9746,15532,303,6739
875,Nigeria,2020-07-01,41180,860,18203,15486,270,8457
876,North Macedonia,2020-01-01,0,0,0,0,0,0
877,North Macedonia,2020-02-01,1,0,0,1,0,0
878,North Macedonia,2020-03-01,329,9,12,328,9,12
879,North Macedonia,2020-04-01,1465,77,738,1136,68,726
880,North Macedonia,2020-05-01,2226,133,1552,761,56,814
881,North Macedonia,2020-06-01,6334,302,2475,4108,169,923
882,North Macedonia,2020-07-01,10213,466,5564,3879,164,3089
883,Norway,2020-01-01,0,0,0,0,0,0
884,Norway,2020-02-01,15,0,0,15,0,0
885,Norway,2020-03-01,4641,39,13,4626,39,13
886,Norway,2020-04-01,7738,210,32,3097,171,19
887,Norway,2020-05-01,8440,236,7727,702,26,7695
888,Norway,2020-06-01,8879,250,8138,439,14,411
889,Norway,2020-07-01,9132,255,8752,253,5,614
